City,Card Type,Exp Type,Gender,Amount
Greater,Platinum,Entertainment,M,74480
Greater,Signature,Bills,F,285063
Delhi,Gold,Fuel,M,298784
Delhi,Gold,Entertainment,F,191005
Bengaluru,Silver,Entertainment,M,263805
Bengaluru,Gold,Bills,M,3240
Bengaluru,Gold,Fuel,F,250389
Delhi,Platinum,Grocery,F,39701
Bengaluru,Gold,Fuel,M,95984
Greater,Silver,Bills,F,292299
Delhi,Platinum,Grocery,M,91187
Greater,Platinum,Entertainment,F,226230
Ahmedabad,Gold,Bills,M,100264
Delhi,Signature,Food,M,237907
Ahmedabad,Gold,Food,M,130261
Bengaluru,Signature,Grocery,F,280203
Bengaluru,Platinum,Bills,F,120843
Delhi,Platinum,Entertainment,F,85082
Bengaluru,Silver,Grocery,F,186741
Bengaluru,Platinum,Food,M,72267
Ahmedabad,Signature,Fuel,M,7449
Bengaluru,Signature,Entertainment,F,204463
Delhi,Signature,Bills,M,244194
Ahmedabad,Signature,Fuel,F,114580
Delhi,Signature,Food,F,39987
Bengaluru,Platinum,Grocery,F,89780
Bengaluru,Platinum,Entertainment,M,257979
Ahmedabad,Signature,Bills,M,226473
Delhi,Platinum,Entertainment,F,263507
Delhi,Silver,Fuel,M,217458
Ahmedabad,Signature,Grocery,M,145338
Delhi,Signature,Grocery,M,191253
Greater,Signature,Bills,M,169114
Ahmedabad,Silver,Food,M,80706
Delhi,Signature,Bills,F,71717
Bengaluru,Gold,Bills,F,148531
Bengaluru,Gold,Fuel,F,219428
Greater,Platinum,Fuel,M,75801
Ahmedabad,Gold,Entertainment,M,61428
Bengaluru,Signature,Fuel,F,77284
Delhi,Gold,Grocery,M,50433
Greater,Gold,Grocery,M,299431
Greater,Silver,Grocery,M,222802
Ahmedabad,Signature,Fuel,F,27274
Bengaluru,Gold,Bills,M,54162
Greater,Silver,Fuel,M,217750
Ahmedabad,Signature,Bills,F,216592
Delhi,Gold,Entertainment,M,63264
Bengaluru,Signature,Entertainment,F,166279
Greater,Gold,Fuel,F,80047
Delhi,Platinum,Entertainment,F,91625
Bengaluru,Platinum,Entertainment,F,63971
Greater,Gold,Fuel,M,211420
Delhi,Gold,Bills,F,241758
Greater,Signature,Entertainment,F,194486
Bengaluru,Silver,Entertainment,M,199345
Delhi,Platinum,Fuel,F,221327
Bengaluru,Signature,Entertainment,M,265813
Greater,Gold,Food,M,186545
Greater,Silver,Bills,F,115727
Bengaluru,Platinum,Grocery,M,192193
Ahmedabad,Gold,Bills,F,287207
Greater,Platinum,Entertainment,M,124825
Greater,Signature,Entertainment,F,1533
Ahmedabad,Platinum,Entertainment,F,280828
Greater,Platinum,Grocery,M,192819
Greater,Gold,Bills,M,102622
Bengaluru,Platinum,Entertainment,M,55500
Delhi,Silver,Fuel,M,191197
Delhi,Signature,Bills,F,293051
Bengaluru,Signature,Bills,F,41706
Ahmedabad,Gold,Bills,M,76689
Ahmedabad,Platinum,Grocery,F,180813
Delhi,Signature,Entertainment,F,265515
Bengaluru,Gold,Food,F,248348
Ahmedabad,Gold,Entertainment,F,216761
Bengaluru,Signature,Food,F,245686
Greater,Platinum,Grocery,F,288942
Bengaluru,Signature,Fuel,M,193972
Ahmedabad,Signature,Bills,M,161791
Bengaluru,Gold,Food,M,259100
Greater,Gold,Entertainment,M,257913
Ahmedabad,Platinum,Entertainment,M,214857
Greater,Platinum,Food,M,82279
Delhi,Signature,Food,F,70622
Ahmedabad,Gold,Bills,M,72728
Bengaluru,Signature,Entertainment,F,80160
Greater,Gold,Bills,F,51682
Ahmedabad,Platinum,Food,M,94637
Bengaluru,Gold,Fuel,F,166997
Ahmedabad,Silver,Grocery,F,149353
Bengaluru,Gold,Bills,M,178548
Ahmedabad,Silver,Grocery,M,131309
Delhi,Silver,Food,F,144156
Delhi,Signature,Bills,F,6478
Greater,Silver,Fuel,F,282788
Delhi,Gold,Food,F,64173
Greater,Signature,Grocery,M,199055
Bengaluru,Silver,Fuel,M,98460
Bengaluru,Platinum,Fuel,M,173993
Delhi,Gold,Fuel,M,51681
Ahmedabad,Signature,Food,M,74266
Ahmedabad,Silver,Food,M,83161
Ahmedabad,Platinum,Food,F,89579
Delhi,Gold,Food,M,150304
Greater,Gold,Food,F,23258
Ahmedabad,Platinum,Grocery,F,288810
Bengaluru,Signature,Grocery,M,211188
Ahmedabad,Signature,Food,M,193619
Bengaluru,Signature,Fuel,M,168583
Ahmedabad,Platinum,Entertainment,M,122753
Bengaluru,Gold,Food,F,296210
Bengaluru,Signature,Entertainment,F,273798
Greater,Gold,Grocery,M,231065
Delhi,Platinum,Fuel,F,7067
Greater,Silver,Bills,M,168780
Bengaluru,Gold,Food,M,109809
Delhi,Platinum,Fuel,F,89115
Bengaluru,Signature,Grocery,M,80446
Ahmedabad,Signature,Fuel,M,276108
Bengaluru,Platinum,Grocery,F,202158
Delhi,Gold,Fuel,F,221144
Greater,Platinum,Entertainment,F,286056
Delhi,Silver,Grocery,M,41544
Delhi,Signature,Entertainment,F,53635
Delhi,Platinum,Food,F,10737
Greater,Gold,Bills,M,228980
Ahmedabad,Gold,Food,M,24281
Ahmedabad,Gold,Grocery,F,61112
Greater,Gold,Entertainment,M,236839
Ahmedabad,Signature,Grocery,M,153223
Greater,Gold,Grocery,M,167579
Ahmedabad,Signature,Food,M,128448
Ahmedabad,Silver,Bills,F,101735
Greater,Platinum,Fuel,M,24326
Bengaluru,Platinum,Food,F,83956
Ahmedabad,Platinum,Fuel,M,138398
Greater,Silver,Grocery,F,45895
Bengaluru,Platinum,Fuel,M,224409
Delhi,Platinum,Entertainment,M,18087
Bengaluru,Platinum,Bills,F,162052
Greater,Gold,Bills,F,174097
Ahmedabad,Silver,Fuel,M,238469
Delhi,Platinum,Entertainment,M,262756
Bengaluru,Signature,Grocery,M,173784
Delhi,Gold,Bills,M,295484
Ahmedabad,Gold,Entertainment,M,143059
Delhi,Signature,Grocery,M,63053
Greater,Signature,Grocery,F,136905
Greater,Platinum,Bills,F,97895
Ahmedabad,Signature,Fuel,F,34272
Greater,Silver,Bills,F,179032
Greater,Signature,Fuel,M,83069
Bengaluru,Platinum,Grocery,F,293507
Bengaluru,Platinum,Grocery,M,42469
Delhi,Silver,Grocery,F,291176
Ahmedabad,Platinum,Food,F,160335
Bengaluru,Signature,Food,F,248485
Ahmedabad,Silver,Food,F,119132
Delhi,Silver,Fuel,F,184574
Bengaluru,Silver,Food,M,21657
Delhi,Silver,Grocery,F,224545
Delhi,Gold,Grocery,F,20402
Ahmedabad,Gold,Fuel,F,187629
Greater,Silver,Fuel,M,242509
Ahmedabad,Signature,Entertainment,F,237090
Greater,Platinum,Grocery,F,254043
Ahmedabad,Gold,Food,M,17924
Ahmedabad,Silver,Bills,F,267191
Delhi,Signature,Grocery,F,145226
Ahmedabad,Signature,Bills,F,164337
Ahmedabad,Silver,Fuel,M,160745
Delhi,Silver,Food,M,271349
Greater,Platinum,Fuel,M,195853
Ahmedabad,Platinum,Bills,F,118289
Greater,Silver,Grocery,F,56745
Ahmedabad,Gold,Entertainment,F,290379
Bengaluru,Silver,Food,F,185180
Greater,Silver,Fuel,M,198142
Delhi,Signature,Fuel,F,191205
Greater,Platinum,Food,F,96366
Bengaluru,Platinum,Grocery,M,259160
Delhi,Gold,Grocery,M,153338
Delhi,Signature,Entertainment,F,205931
Bengaluru,Signature,Grocery,M,86395
Bengaluru,Signature,Fuel,F,163256
Ahmedabad,Gold,Entertainment,F,161331
Greater,Platinum,Entertainment,M,299127
Ahmedabad,Signature,Grocery,F,161254
Bengaluru,Platinum,Grocery,F,161950
Bengaluru,Signature,Food,F,228681
Delhi,Gold,Grocery,M,6862
Bengaluru,Platinum,Entertainment,M,28061
Greater,Gold,Entertainment,F,19162
Ahmedabad,Gold,Bills,M,110647
Delhi,Gold,Entertainment,F,153626
Delhi,Platinum,Food,M,189680
Bengaluru,Signature,Grocery,F,178092
Delhi,Gold,Fuel,F,39859
Ahmedabad,Signature,Fuel,M,59572
Greater,Silver,Grocery,F,214516
Bengaluru,Silver,Food,F,211773
Delhi,Platinum,Entertainment,M,265498
Delhi,Signature,Entertainment,M,208717
Ahmedabad,Platinum,Grocery,M,295214
Delhi,Signature,Grocery,M,264608
Greater,Platinum,Fuel,F,173093
Greater,Silver,Entertainment,M,123542
Greater,Platinum,Grocery,F,273089
Bengaluru,Silver,Food,F,62162
Bengaluru,Silver,Food,F,175020
Bengaluru,Platinum,Grocery,M,54299
Greater,Platinum,Grocery,M,259837
Ahmedabad,Gold,Grocery,F,238710
Bengaluru,Silver,Food,F,115086
Ahmedabad,Gold,Fuel,F,169505
Bengaluru,Gold,Grocery,F,171087
Bengaluru,Silver,Food,F,249267
Ahmedabad,Silver,Grocery,M,147505
Greater,Signature,Grocery,F,107430
Ahmedabad,Signature,Entertainment,F,21810
Ahmedabad,Gold,Entertainment,F,4744
Greater,Signature,Food,M,263621
Delhi,Platinum,Fuel,F,219681
Ahmedabad,Gold,Entertainment,F,177656
Bengaluru,Gold,Entertainment,M,24307
Bengaluru,Platinum,Fuel,F,256881
Bengaluru,Platinum,Food,F,115040
Bengaluru,Silver,Fuel,M,254983
Ahmedabad,Silver,Fuel,F,141524
Greater,Signature,Grocery,M,67554
Greater,Signature,Fuel,M,122023
Greater,Signature,Food,F,179052
Greater,Signature,Food,M,86413
Greater,Gold,Food,F,207568
Bengaluru,Silver,Fuel,M,58366
Bengaluru,Platinum,Bills,F,43834
Delhi,Signature,Bills,M,65994
Delhi,Signature,Entertainment,M,1603
Delhi,Platinum,Grocery,M,53889
Delhi,Silver,Bills,F,12797
Bengaluru,Platinum,Food,M,126436
Greater,Silver,Bills,M,126645
Bengaluru,Gold,Grocery,F,44905
Greater,Signature,Grocery,F,239957
Ahmedabad,Platinum,Food,M,257915
Ahmedabad,Signature,Bills,M,121023
Bengaluru,Gold,Bills,M,212069
Bengaluru,Silver,Bills,F,298834
Bengaluru,Platinum,Grocery,M,139993
Delhi,Signature,Fuel,F,280423
Bengaluru,Gold,Entertainment,M,83276
Greater,Gold,Fuel,M,285003
Greater,Gold,Grocery,M,70021
Ahmedabad,Silver,Food,M,254124
Delhi,Silver,Entertainment,F,102421
Bengaluru,Gold,Entertainment,M,298978
Ahmedabad,Gold,Food,F,5409
Delhi,Gold,Fuel,F,225423
Ahmedabad,Signature,Entertainment,M,203286
Bengaluru,Signature,Grocery,F,99411
Greater,Platinum,Bills,M,282298
Delhi,Gold,Fuel,M,59491
Greater,Signature,Fuel,F,10633
Greater,Signature,Bills,F,288670
Delhi,Signature,Food,F,195256
Delhi,Signature,Grocery,M,36647
Ahmedabad,Platinum,Entertainment,M,97656
Bengaluru,Silver,Grocery,F,47346
Delhi,Silver,Grocery,F,290242
Greater,Silver,Bills,F,78346
Greater,Signature,Fuel,F,282035
Ahmedabad,Gold,Entertainment,M,199269
Delhi,Silver,Food,M,5854
Delhi,Silver,Grocery,F,39678
Bengaluru,Platinum,Food,M,38232
Bengaluru,Gold,Bills,F,279640
Greater,Signature,Grocery,F,225240
Delhi,Signature,Entertainment,F,194187
Ahmedabad,Signature,Food,M,71932
Delhi,Signature,Fuel,M,103379
Delhi,Gold,Bills,M,20557
Ahmedabad,Platinum,Bills,F,265399
Delhi,Platinum,Entertainment,F,245008
Bengaluru,Gold,Entertainment,F,27567
Delhi,Signature,Fuel,M,254071
Ahmedabad,Platinum,Entertainment,M,144978
Delhi,Platinum,Entertainment,M,33221
Delhi,Signature,Fuel,M,35437
Greater,Gold,Grocery,M,188585
Ahmedabad,Platinum,Bills,M,223293
Bengaluru,Signature,Grocery,F,133871
Ahmedabad,Platinum,Entertainment,M,265246
Delhi,Platinum,Food,F,275982
Delhi,Gold,Entertainment,M,49329
Ahmedabad,Signature,Fuel,M,176101
Bengaluru,Gold,Grocery,F,208995
Ahmedabad,Signature,Fuel,M,48903
Delhi,Signature,Food,M,252101
Bengaluru,Gold,Grocery,M,101042
Delhi,Silver,Grocery,M,276298
Greater,Signature,Fuel,F,18153
Ahmedabad,Silver,Entertainment,M,296183
Greater,Gold,Grocery,F,16872
Greater,Signature,Food,F,239276
Delhi,Gold,Food,M,107740
Greater,Signature,Entertainment,F,264768
Greater,Gold,Grocery,M,101759
Greater,Gold,Fuel,F,286700
Bengaluru,Signature,Food,M,44333
Ahmedabad,Silver,Entertainment,F,59565
Ahmedabad,Platinum,Grocery,F,214864
Delhi,Gold,Fuel,F,123207
Greater,Silver,Food,M,99580
Delhi,Silver,Food,F,75675
Delhi,Silver,Grocery,F,74859
Ahmedabad,Gold,Entertainment,F,281695
Delhi,Gold,Bills,F,274859
Ahmedabad,Silver,Fuel,F,187704
Ahmedabad,Platinum,Bills,M,252692
Greater,Gold,Bills,M,101027
Greater,Platinum,Entertainment,M,84421
Greater,Signature,Grocery,M,192923
Bengaluru,Gold,Food,M,291059
Delhi,Signature,Food,F,183660
Bengaluru,Platinum,Fuel,M,232234
Delhi,Platinum,Fuel,F,160386
Greater,Gold,Food,M,136719
Delhi,Silver,Food,M,14251
Delhi,Silver,Grocery,M,258869
Ahmedabad,Platinum,Entertainment,M,106787
Greater,Gold,Bills,M,132290
Delhi,Silver,Fuel,M,150749
Delhi,Silver,Grocery,F,184506
Bengaluru,Platinum,Bills,M,121122
Delhi,Silver,Grocery,M,260293
Ahmedabad,Platinum,Bills,M,287721
Delhi,Signature,Fuel,M,40688
Bengaluru,Signature,Bills,M,193532
Ahmedabad,Silver,Grocery,F,74296
Greater,Platinum,Entertainment,F,267833
Ahmedabad,Signature,Entertainment,F,237996
Delhi,Gold,Food,M,50346
Greater,Gold,Fuel,M,234392
Delhi,Gold,Fuel,M,124407
Bengaluru,Silver,Grocery,M,32619
Bengaluru,Silver,Fuel,F,117232
Bengaluru,Platinum,Entertainment,F,8070
Greater,Gold,Food,F,13608
Ahmedabad,Signature,Food,F,10041
Delhi,Silver,Food,M,233146
Ahmedabad,Signature,Grocery,M,223887
Bengaluru,Gold,Entertainment,M,91400
Greater,Silver,Bills,F,260044
Delhi,Platinum,Fuel,M,165138
Bengaluru,Platinum,Bills,M,182410
Bengaluru,Gold,Bills,F,192615
Ahmedabad,Gold,Grocery,F,76541
Delhi,Gold,Bills,F,111653
Greater,Platinum,Food,F,238635
Delhi,Signature,Food,M,86625
Bengaluru,Platinum,Entertainment,F,62339
Greater,Signature,Food,M,249930
Greater,Signature,Grocery,F,246404
Greater,Silver,Fuel,F,51271
Delhi,Silver,Fuel,M,233374
Delhi,Platinum,Food,M,43357
Bengaluru,Platinum,Food,M,82834
Ahmedabad,Gold,Grocery,F,182994
Greater,Silver,Bills,F,296395
Greater,Platinum,Bills,F,255184
Delhi,Signature,Grocery,M,96354
Greater,Platinum,Bills,M,296121
Ahmedabad,Platinum,Bills,F,145319
Greater,Signature,Entertainment,F,240739
Ahmedabad,Silver,Grocery,M,259090
Greater,Signature,Grocery,F,5816
Ahmedabad,Gold,Entertainment,M,274049
Ahmedabad,Silver,Grocery,F,296653
Bengaluru,Signature,Entertainment,F,283653
Delhi,Signature,Food,M,207696
Greater,Platinum,Grocery,M,233368
Bengaluru,Signature,Entertainment,F,109495
Delhi,Silver,Grocery,M,58776
Delhi,Gold,Food,M,210241
Bengaluru,Silver,Bills,M,249597
Bengaluru,Platinum,Bills,M,8330
Ahmedabad,Gold,Food,M,76945
Delhi,Silver,Entertainment,F,158015
Delhi,Silver,Entertainment,M,120539
Greater,Signature,Food,F,222615
Delhi,Signature,Fuel,F,191743
Delhi,Gold,Entertainment,F,33948
Bengaluru,Platinum,Bills,F,222307
Greater,Platinum,Fuel,F,51604
Bengaluru,Signature,Entertainment,M,77382
Greater,Platinum,Bills,F,191865
Ahmedabad,Gold,Fuel,F,52906
Ahmedabad,Gold,Food,F,87268
Greater,Platinum,Fuel,M,230405
Ahmedabad,Gold,Entertainment,F,131665
Bengaluru,Gold,Food,M,73143
Bengaluru,Platinum,Entertainment,F,90435
Delhi,Gold,Food,M,126717
Ahmedabad,Silver,Entertainment,F,120278
Greater,Gold,Fuel,F,243741
Ahmedabad,Platinum,Food,F,189495
Ahmedabad,Platinum,Fuel,M,17769
Delhi,Signature,Grocery,F,292591
Ahmedabad,Gold,Grocery,M,100537
Bengaluru,Platinum,Bills,F,79232
Bengaluru,Signature,Food,F,223329
Ahmedabad,Platinum,Entertainment,F,252512
Bengaluru,Platinum,Food,F,139934
Greater,Platinum,Fuel,M,33884
Delhi,Signature,Fuel,M,3311
Ahmedabad,Silver,Fuel,M,47208
Greater,Gold,Bills,M,28564
Delhi,Silver,Entertainment,M,207231
Delhi,Silver,Food,F,82704
Bengaluru,Gold,Entertainment,M,287570
Delhi,Silver,Fuel,F,264849
Greater,Gold,Fuel,M,252086
Bengaluru,Gold,Fuel,F,163770
Ahmedabad,Platinum,Food,M,270976
Delhi,Silver,Entertainment,F,65796
Ahmedabad,Signature,Food,M,172178
Greater,Platinum,Fuel,F,247030
Bengaluru,Platinum,Bills,F,173402
Greater,Platinum,Grocery,F,64476
Bengaluru,Platinum,Bills,M,85228
Delhi,Gold,Grocery,F,71699
Bengaluru,Silver,Fuel,M,137201
Delhi,Silver,Entertainment,M,270517
Greater,Silver,Grocery,M,79904
Greater,Signature,Food,F,171142
Greater,Platinum,Fuel,F,279705
Delhi,Platinum,Entertainment,M,270330
Delhi,Platinum,Grocery,M,291366
Ahmedabad,Silver,Fuel,F,232483
Ahmedabad,Signature,Grocery,F,205519
Ahmedabad,Silver,Fuel,M,37827
Ahmedabad,Gold,Entertainment,M,269735
Greater,Signature,Entertainment,M,214651
Delhi,Platinum,Bills,M,147536
Greater,Silver,Fuel,M,171511
Ahmedabad,Gold,Fuel,F,248005
Ahmedabad,Signature,Entertainment,F,183969
Bengaluru,Gold,Food,M,256533
Greater,Gold,Food,M,214517
Delhi,Gold,Fuel,M,1206
Bengaluru,Signature,Fuel,M,19744
Bengaluru,Gold,Entertainment,F,132174
Ahmedabad,Platinum,Bills,F,261052
Delhi,Silver,Entertainment,F,62336
Ahmedabad,Gold,Fuel,M,106032
Greater,Signature,Bills,F,159334
Ahmedabad,Platinum,Fuel,F,168134
Ahmedabad,Signature,Food,M,47797
Ahmedabad,Platinum,Entertainment,M,228911
Bengaluru,Silver,Fuel,F,183653
Greater,Platinum,Bills,F,108490
Bengaluru,Signature,Entertainment,F,46621
Greater,Platinum,Fuel,M,41275
Bengaluru,Silver,Food,M,160605
Greater,Platinum,Fuel,F,83081
Ahmedabad,Platinum,Entertainment,F,39939
Greater,Platinum,Food,F,6824
Bengaluru,Platinum,Entertainment,M,151007
Greater,Platinum,Food,M,166431
Greater,Gold,Grocery,M,106980
Bengaluru,Platinum,Grocery,M,213202
Delhi,Platinum,Grocery,M,122240
Ahmedabad,Platinum,Food,M,275692
Bengaluru,Gold,Fuel,F,179720
Delhi,Silver,Food,F,109957
Ahmedabad,Platinum,Fuel,F,20135
Greater,Gold,Food,M,278428
Delhi,Platinum,Bills,F,206642
Delhi,Platinum,Fuel,F,9625
Ahmedabad,Platinum,Bills,M,273276
Greater,Gold,Entertainment,F,255729
Greater,Silver,Entertainment,M,94856
Bengaluru,Platinum,Bills,M,208992
Ahmedabad,Signature,Food,M,249322
Bengaluru,Silver,Fuel,F,211986
Greater,Silver,Fuel,F,148970
Greater,Gold,Bills,F,24467
Bengaluru,Platinum,Food,F,201263
Delhi,Silver,Food,F,25861
Ahmedabad,Signature,Food,M,202249
Bengaluru,Signature,Food,M,240743
Ahmedabad,Signature,Bills,F,50488
Greater,Silver,Grocery,F,257229
Delhi,Gold,Entertainment,F,28898
Ahmedabad,Platinum,Grocery,F,169174
Ahmedabad,Gold,Food,F,37636
Delhi,Platinum,Food,M,236917
Ahmedabad,Signature,Grocery,M,87344
Bengaluru,Silver,Food,F,61665
Ahmedabad,Platinum,Entertainment,M,97720
Greater,Gold,Fuel,M,100728
Ahmedabad,Platinum,Fuel,M,157878
Ahmedabad,Platinum,Entertainment,F,297093
Delhi,Gold,Fuel,M,253012
Bengaluru,Gold,Grocery,M,258477
Delhi,Signature,Fuel,M,10453
Bengaluru,Signature,Food,M,71325
Bengaluru,Signature,Grocery,M,296079
Bengaluru,Gold,Food,F,1694
Bengaluru,Signature,Bills,M,25510
Ahmedabad,Platinum,Grocery,M,141256
Ahmedabad,Platinum,Fuel,F,273863
Greater,Platinum,Bills,F,103332
Delhi,Gold,Grocery,F,152644
Greater,Gold,Fuel,F,114804
Delhi,Signature,Grocery,F,219691
Bengaluru,Silver,Bills,M,197655
Greater,Silver,Grocery,F,109009
Greater,Silver,Grocery,F,250931
Bengaluru,Silver,Grocery,F,128285
Ahmedabad,Platinum,Food,F,167820
Ahmedabad,Gold,Bills,M,12453
Greater,Platinum,Fuel,M,229047
Delhi,Platinum,Fuel,F,100530
Delhi,Platinum,Food,M,240950
Ahmedabad,Silver,Grocery,M,57290
Ahmedabad,Platinum,Bills,F,260801
Delhi,Platinum,Food,F,132922
Bengaluru,Signature,Entertainment,M,18052
Delhi,Platinum,Bills,M,211568
Delhi,Platinum,Entertainment,F,196216
Delhi,Silver,Bills,F,259423
Delhi,Gold,Entertainment,F,10984
Ahmedabad,Platinum,Grocery,M,158529
Ahmedabad,Signature,Food,F,200405
Greater,Gold,Fuel,F,122713
Delhi,Gold,Food,M,228895
Bengaluru,Signature,Fuel,M,297038
Bengaluru,Gold,Fuel,M,290843
Delhi,Gold,Bills,M,269635
Delhi,Silver,Food,M,1841
Delhi,Platinum,Food,F,218188
Greater,Gold,Bills,M,107275
Bengaluru,Signature,Bills,F,46702
Bengaluru,Silver,Food,M,168856
Bengaluru,Platinum,Entertainment,F,190829
Ahmedabad,Signature,Bills,M,43625
Delhi,Gold,Fuel,M,231000
Ahmedabad,Signature,Food,M,113011
Ahmedabad,Gold,Bills,M,275639
Bengaluru,Platinum,Fuel,M,40476
Delhi,Signature,Entertainment,M,264263
Delhi,Gold,Food,M,51027
Delhi,Silver,Fuel,F,288646
Ahmedabad,Signature,Grocery,F,296505
Greater,Gold,Food,F,253354
Ahmedabad,Platinum,Bills,F,290877
Greater,Signature,Bills,F,48514
Delhi,Silver,Entertainment,M,18046
Bengaluru,Gold,Fuel,F,186726
Bengaluru,Gold,Bills,F,187564
Bengaluru,Platinum,Fuel,M,144642
Delhi,Gold,Fuel,M,175993
Ahmedabad,Silver,Bills,F,28993
Delhi,Platinum,Grocery,F,257234
Ahmedabad,Signature,Bills,M,53855
Greater,Silver,Grocery,M,93956
Bengaluru,Silver,Fuel,M,66984
Bengaluru,Signature,Grocery,F,206862
Greater,Platinum,Fuel,F,205094
Greater,Signature,Fuel,M,155636
Greater,Silver,Entertainment,M,188676
Bengaluru,Platinum,Grocery,F,286150
Bengaluru,Platinum,Entertainment,M,76188
Delhi,Gold,Grocery,F,250775
Delhi,Platinum,Fuel,F,226809
Ahmedabad,Signature,Entertainment,F,114279
Ahmedabad,Gold,Entertainment,M,260301
Bengaluru,Platinum,Bills,M,88394
Bengaluru,Signature,Food,F,220952
Bengaluru,Signature,Entertainment,M,10623
Greater,Signature,Grocery,M,222564
Greater,Platinum,Grocery,M,85646
Greater,Platinum,Food,M,122127
Greater,Platinum,Food,F,163764
Ahmedabad,Gold,Bills,M,39277
Bengaluru,Signature,Food,F,46718
Delhi,Silver,Grocery,F,55754
Bengaluru,Silver,Food,F,106043
Bengaluru,Signature,Grocery,F,47894
Delhi,Signature,Food,M,30086
Ahmedabad,Signature,Fuel,F,212418
Greater,Signature,Food,F,4667
Delhi,Signature,Entertainment,M,283639
Delhi,Silver,Bills,F,138225
Greater,Signature,Grocery,M,121400
Delhi,Platinum,Food,M,102422
Ahmedabad,Gold,Entertainment,M,288952
Bengaluru,Platinum,Grocery,F,53487
Bengaluru,Platinum,Fuel,F,170337
Ahmedabad,Signature,Food,F,15525
Delhi,Silver,Food,M,136623
Greater,Signature,Entertainment,M,82290
Bengaluru,Signature,Grocery,M,227796
Ahmedabad,Gold,Fuel,M,182027
Ahmedabad,Platinum,Grocery,M,214683
Ahmedabad,Silver,Entertainment,M,58068
Bengaluru,Signature,Entertainment,M,94712
Bengaluru,Silver,Fuel,M,281312
Ahmedabad,Gold,Food,M,275303
Greater,Platinum,Grocery,F,281978
Bengaluru,Silver,Entertainment,F,245930
Ahmedabad,Silver,Fuel,M,200707
Greater,Platinum,Entertainment,M,220038
Delhi,Signature,Food,M,212680
Greater,Gold,Fuel,M,139609
Greater,Platinum,Fuel,M,176207
Delhi,Silver,Grocery,F,13820
Bengaluru,Signature,Bills,M,299980
Greater,Gold,Entertainment,M,240215
Ahmedabad,Platinum,Food,M,72653
Greater,Silver,Fuel,F,264224
Delhi,Platinum,Fuel,M,146946
Bengaluru,Silver,Bills,M,293862
Delhi,Silver,Grocery,M,194178
Greater,Platinum,Bills,F,221402
Greater,Gold,Entertainment,F,285429
Delhi,Platinum,Fuel,M,190496
Bengaluru,Signature,Entertainment,M,261803
Ahmedabad,Platinum,Grocery,M,193972
Delhi,Silver,Grocery,M,36689
Greater,Signature,Food,M,113293
Greater,Silver,Bills,F,25246
Greater,Platinum,Food,M,133094
Bengaluru,Platinum,Entertainment,M,254166
Ahmedabad,Platinum,Food,F,180091
Bengaluru,Signature,Food,F,97995
Bengaluru,Signature,Food,M,135067
Greater,Platinum,Entertainment,F,200604
Delhi,Signature,Grocery,F,250728
Bengaluru,Silver,Food,M,65618
Greater,Platinum,Food,F,59427
Bengaluru,Silver,Bills,F,5432
Delhi,Gold,Bills,M,202522
Bengaluru,Platinum,Grocery,M,24143
Delhi,Silver,Entertainment,F,297162
Delhi,Silver,Fuel,F,121888
Delhi,Gold,Fuel,M,104570
Greater,Gold,Bills,M,56774
Greater,Silver,Fuel,F,201794
Greater,Platinum,Entertainment,M,126745
Bengaluru,Platinum,Food,F,107292
Ahmedabad,Gold,Fuel,F,278638
Ahmedabad,Signature,Grocery,F,155152
Ahmedabad,Gold,Entertainment,F,27107
Greater,Silver,Grocery,F,219030
Ahmedabad,Platinum,Entertainment,F,180295
Greater,Platinum,Entertainment,F,214707
Ahmedabad,Platinum,Fuel,F,258771
Delhi,Gold,Food,M,228785
Ahmedabad,Signature,Bills,M,40256
Delhi,Silver,Grocery,F,272228
Delhi,Platinum,Entertainment,F,18275
Ahmedabad,Silver,Food,M,67153
Bengaluru,Silver,Food,F,187418
Greater,Gold,Entertainment,F,26516
Delhi,Platinum,Food,M,14123
Delhi,Gold,Bills,M,47487
Delhi,Gold,Entertainment,M,69676
Bengaluru,Signature,Food,F,80805
Ahmedabad,Gold,Entertainment,M,170242
Greater,Gold,Food,M,210265
Greater,Gold,Food,M,272536
Delhi,Platinum,Bills,M,74430
Ahmedabad,Platinum,Fuel,M,244645
Greater,Silver,Bills,M,17590
Greater,Silver,Entertainment,F,167409
Bengaluru,Platinum,Grocery,M,296046
Delhi,Platinum,Food,M,202546
Greater,Platinum,Entertainment,F,136890
Bengaluru,Platinum,Fuel,F,253111
Delhi,Platinum,Food,M,290227
Ahmedabad,Signature,Bills,M,122527
Ahmedabad,Signature,Entertainment,M,217591
Bengaluru,Gold,Food,M,199671
Delhi,Silver,Food,F,75473
Bengaluru,Platinum,Entertainment,F,253811
Ahmedabad,Gold,Fuel,M,36310
Bengaluru,Platinum,Entertainment,M,182905
Delhi,Silver,Grocery,M,49369
Bengaluru,Gold,Bills,M,242790
Bengaluru,Gold,Food,F,214797
Greater,Silver,Bills,F,163851
Greater,Platinum,Grocery,F,186136
Delhi,Platinum,Fuel,F,58107
Greater,Gold,Grocery,F,92930
Ahmedabad,Silver,Food,F,180897
Delhi,Signature,Entertainment,M,150456
Bengaluru,Silver,Grocery,M,279613
Greater,Platinum,Entertainment,M,176728
Delhi,Gold,Grocery,M,134915
Bengaluru,Silver,Food,M,123672
